total_amount,avg_amount,transaction_count,std_amount,hour_median,day_median,month_median,year_median,CustomerId,is_high_risk
-0.0668905554507115,-0.1533642877023852,-0.2534590717909494,-0.0955039523622505,0.7798371552270726,0.6744860690004367,0.9110174291488132,-1.0370643655951903,CustomerId_1,1
-0.0668905554507115,-0.1533642877023852,-0.2534590717909494,-0.0955039523622505,0.7798371552270726,0.6744860690004367,0.9110174291488132,-1.0370643655951903,CustomerId_10,1
-0.0558487286051677,-0.0698702727480975,-0.2121864936081064,-0.0834205459391703,-1.0711940118263408,0.0244920256835079,0.9110174291488132,-1.0370643655951903,CustomerId_1001,1
-0.0616548892214495,-0.0914350418702195,-0.1502776263338418,-0.1454140927526872,0.3170793634637193,-0.1055067829798778,0.9110174291488132,-1.0370643655951903,CustomerId_1002,0
-0.0558487286051677,-0.0738461782221112,-0.2018683490623956,-0.0888823890334075,0.3170793634637193,-1.9254901042672783,-0.854098494155394,0.975744169703829,CustomerId_1003,0
-0.062473824712494,-0.0817979891701386,-0.2534590717909494,-0.0955039523622505,1.2425949469904258,0.8044848776638225,1.1071414206270584,-1.0370643655951903,CustomerId_1004,1
-0.0452485748334457,-0.0613883410702016,-0.1709139154252634,-0.0893660276934004,-1.0711940118263408,1.584477729644137,1.1071414206270584,-1.0370643655951903,CustomerId_1005,1
-0.0628418856073454,-0.0877618473811591,-0.2534590717909494,-0.0955039523622505,-1.3025729077080173,-0.6255020176334208,1.1071414206270584,-1.0370643655951903,CustomerId_1006,1
-0.052904241446356,0.0732623243163956,-0.2534590717909494,-0.0955039523622505,-1.533951803589694,1.064482494990594,0.9110174291488132,-1.0370643655951903,CustomerId_1007,1
-0.0558487286051677,-0.0340871234819742,-0.2431409272452387,-0.1512067951452772,0.0857004675820426,-0.8854996349601923,1.1071414206270584,-1.0370643655951903,CustomerId_1008,1
-0.0630259160547711,-0.0907437764866694,-0.2534590717909494,-0.0955039523622505,-1.533951803589694,0.1544908343468936,-1.0502224856336393,0.975744169703829,CustomerId_1009,0
-0.0535170628362837,-0.071288819022576,-0.1915502045166849,-0.0998237371051791,-1.0711940118263408,0.6744860690004367,1.1071414206270584,-1.0370643655951903,CustomerId_1010,1
-0.0172369323698806,-0.0836591964880482,0.4997654800459358,-0.1156393682405771,1.0112160511087491,0.9994830906589012,0.9110174291488132,-1.0370643655951903,CustomerId_1012,0
0.2179444098569354,0.4757332956871173,-0.1812320599709741,1.082086554877045,-0.8398151159446641,1.1944813036539796,1.1071414206270584,-1.0370643655951903,CustomerId_1014,1
-0.0558487286051677,-0.0698702727480975,-0.2121864936081064,-0.0814940637237531,1.2425949469904258,-1.015498443623578,-0.854098494155394,0.975744169703829,CustomerId_1016,0
0.044335606668925,-0.0851414220947947,1.8308061264426232,-0.1253649055170189,-0.145678428299634,1.064482494990594,0.9110174291488132,-1.0370643655951903,CustomerId_1020,0
-0.0613696420279396,-0.0639064145370769,-0.2534590717909494,-0.0955039523622505,1.4739738428721023,1.4544789209807512,0.9110174291488132,-1.0370643655951903,CustomerId_1021,1
-0.0606335202382367,-0.0519786981150358,-0.2534590717909494,-0.0955039523622505,0.0857004675820426,-0.8854996349601923,-1.0502224856336393,0.975744169703829,CustomerId_1022,0
-0.0568792991107518,-0.0873145580153326,-0.098686903605288,-0.1325662092883537,0.5484582593453959,1.1294818993222868,-1.0502224856336393,0.975744169703829,CustomerId_1025,0
-0.0533569563470233,-0.082321956712964,-0.1193231926967096,-0.1151971973978876,1.2425949469904258,-0.4955032089700351,-0.854098494155394,0.975744169703829,CustomerId_1027,0
-0.0630259160547711,-0.0907437764866694,-0.2534590717909494,-0.0955039523622505,-0.8398151159446641,0.4144884516736651,-1.0502224856336393,0.975744169703829,CustomerId_1028,0
-0.0444388408647725,-0.0599305090630632,-0.1709139154252634,-0.0613689016758643,-0.6084362200629874,0.9344836863272082,0.9110174291488132,-1.0370643655951903,CustomerId_1029,0
-0.0623450033992959,-0.0919738222426924,-0.1812320599709741,-0.1438291060493162,0.0857004675820426,-0.4955032089700351,-1.0502224856336393,0.975744169703829,CustomerId_1030,0
-0.0238867621693408,-0.080982276499468,0.2521300109488776,-0.1035071282155635,-0.2613678762404723,0.2194902386785865,1.1071414206270584,-1.0370643655951903,CustomerId_1031,0
-0.062473824712494,-0.0877618473811591,-0.2431409272452387,-0.1512067951452772,-2.6908462829980775,-0.6255020176334208,-1.0502224856336393,0.975744169703829,CustomerId_1032,0
-0.062860288652088,-0.0908928729419449,-0.2431409272452387,-0.1435335212213339,-0.8398151159446641,-0.8854996349601923,1.1071414206270584,-1.0370643655951903,CustomerId_1033,1
-0.048300535773554,-0.0786267075664284,-0.098686903605288,-0.069596062931957,-0.492746772122149,-0.8854996349601923,0.9110174291488132,-1.0370643655951903,CustomerId_1034,0
-0.0632283495469395,-0.09382510322903,-0.2328227826995279,-0.1408675869267298,-0.8398151159446641,-0.1055067829798778,0.9110174291488132,-1.0370643655951903,CustomerId_1036,1
-0.0562167895000192,-0.0710630443903016,-0.2121864936081064,-0.0821096407335909,0.0857004675820426,-1.9254901042672783,-0.854098494155394,0.975744169703829,CustomerId_1038,0
0.0283985699218568,-0.0442465559444477,0.0457671200346625,-0.043765761692087,-0.6084362200629874,-1.2754960609503496,1.1071414206270584,-1.0370643655951903,CustomerId_1039,0
-0.0448069017596239,0.2044672049588477,-0.2534590717909494,-0.0955039523622505,-1.533951803589694,-1.145497252286964,-1.0502224856336393,0.975744169703829,CustomerId_1040,1
-0.0580570939742765,-0.0798100364331317,-0.2018683490623956,-0.0791089638361753,1.4739738428721023,1.584477729644137,1.1071414206270584,-1.0370643655951903,CustomerId_1043,1
-0.0551683680410348,-0.085581870834462,-0.098686903605288,-0.1298736187203018,0.0857004675820426,0.9344836863272082,0.9110174291488132,-1.0370643655951903,CustomerId_1044,1
-0.0628418856073454,-0.0877618473811591,-0.2534590717909494,-0.0955039523622505,-1.3025729077080173,-1.7954912956038926,-1.0502224856336393,0.975744169703829,CustomerId_1048,1
-0.0613696420279396,-0.0639064145370769,-0.2534590717909494,-0.0955039523622505,1.2425949469904258,0.6744860690004367,1.1071414206270584,-1.0370643655951903,CustomerId_1050,1
-0.0422672815851489,-0.0452480581340269,-0.1915502045166849,0.0400351906055975,0.7798371552270726,1.8444753469709083,1.1071414206270584,-1.0370643655951903,CustomerId_1052,0
-0.058135122883985,-0.0819786088759581,-0.1915502045166849,-0.131452200490248,-1.9967095953530472,-0.1055067829798778,0.9110174291488132,-1.0370643655951903,CustomerId_1053,1
-0.0046882642208149,-0.0754900622161745,0.2727663000402991,-0.0880298982644331,1.3582843949312642,-0.8854996349601923,1.1071414206270584,-1.0370643655951903,CustomerId_1054,0
-0.0610567902673158,-0.0867479914852857,-0.2121864936081064,-0.1373719149223052,-0.8398151159446641,0.1544908343468936,0.9110174291488132,-1.0370643655951903,CustomerId_1055,1
-0.0611856115805139,-0.0855254005520264,-0.2225046381538171,-0.1397487167848895,-0.492746772122149,0.2194902386785865,1.1071414206270584,-1.0370643655951903,CustomerId_1056,1
