total_amount,avg_amount,transaction_count,std_amount,hour_median,day_median,month_median,year_median,CustomerId
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,-0.09550395236225057,0.7798371552270726,0.6744860690004367,0.9110174291488132,-1.0370643655951903,CustomerId_1
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,-0.09550395236225057,0.7798371552270726,0.6744860690004367,0.9110174291488132,-1.0370643655951903,CustomerId_10
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.08342054593917031,-1.0711940118263408,0.02449202568350791,0.9110174291488132,-1.0370643655951903,CustomerId_1001
-0.06165488922144951,-0.09143504187021956,-0.15027762633384187,-0.1454140927526872,0.3170793634637193,-0.10550678297987784,0.9110174291488132,-1.0370643655951903,CustomerId_1002
-0.05584872860516775,-0.07384617822211123,-0.20186834906239567,-0.08888238903340755,0.3170793634637193,-1.9254901042672783,-0.854098494155394,0.975744169703829,CustomerId_1003
-0.062473824712494005,-0.08179798917013864,-0.25345907179094945,-0.09550395236225057,1.2425949469904258,0.8044848776638225,1.1071414206270584,-1.0370643655951903,CustomerId_1004
-0.045248574833445736,-0.06138834107020164,-0.1709139154252634,-0.08936602769340042,-1.0711940118263408,1.584477729644137,1.1071414206270584,-1.0370643655951903,CustomerId_1005
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057,-1.3025729077080173,-0.6255020176334208,1.1071414206270584,-1.0370643655951903,CustomerId_1006
-0.05290424144635608,0.07326232431639564,-0.25345907179094945,-0.09550395236225057,-1.533951803589694,1.064482494990594,0.9110174291488132,-1.0370643655951903,CustomerId_1007
-0.05584872860516775,-0.03408712348197424,-0.2431409272452387,-0.15120679514527727,0.08570046758204261,-0.8854996349601923,1.1071414206270584,-1.0370643655951903,CustomerId_1008
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,-1.533951803589694,0.15449083434689367,-1.0502224856336393,0.975744169703829,CustomerId_1009
-0.05351706283628376,-0.071288819022576,-0.19155020451668492,-0.09982373710517918,-1.0711940118263408,0.6744860690004367,1.1071414206270584,-1.0370643655951903,CustomerId_1010
-0.017236932369880623,-0.08365919648804822,0.49976548004593585,-0.11563936824057716,1.0112160511087493,0.9994830906589011,0.9110174291488132,-1.0370643655951903,CustomerId_1012
0.2179444098569354,0.47573329568711736,-0.18123205997097416,1.082086554877045,-0.8398151159446641,1.1944813036539796,1.1071414206270584,-1.0370643655951903,CustomerId_1014
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.08149406372375315,1.2425949469904258,-1.015498443623578,-0.854098494155394,0.975744169703829,CustomerId_1016
0.044335606668925054,-0.08514142209479475,1.8308061264426234,-0.12536490551701898,-0.14567842829963404,1.064482494990594,0.9110174291488132,-1.0370643655951903,CustomerId_1020
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,1.4739738428721025,1.4544789209807512,0.9110174291488132,-1.0370643655951903,CustomerId_1021
-0.06063352023823671,-0.051978698115035894,-0.25345907179094945,-0.09550395236225057,0.08570046758204261,-0.8854996349601923,-1.0502224856336393,0.975744169703829,CustomerId_1022
-0.05687929911075183,-0.08731455801533264,-0.09868690360528809,-0.13256620928835378,0.5484582593453959,1.1294818993222868,-1.0502224856336393,0.975744169703829,CustomerId_1025
-0.05335695634702337,-0.08232195671296401,-0.1193231926967096,-0.11519719739788765,1.2425949469904258,-0.4955032089700351,-0.854098494155394,0.975744169703829,CustomerId_1027
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,-0.8398151159446641,0.41448845167366516,-1.0502224856336393,0.975744169703829,CustomerId_1028
-0.04443884086477253,-0.059930509063063284,-0.1709139154252634,-0.06136890167586435,-0.6084362200629874,0.9344836863272082,0.9110174291488132,-1.0370643655951903,CustomerId_1029
-0.062345003399295995,-0.09197382224269245,-0.18123205997097416,-0.1438291060493162,0.08570046758204261,-0.4955032089700351,-1.0502224856336393,0.975744169703829,CustomerId_1030
-0.023886762169340894,-0.08098227649946808,0.25213001094887766,-0.10350712821556352,-0.26136787624047236,0.21949023867858655,1.1071414206270584,-1.0370643655951903,CustomerId_1031
-0.062473824712494005,-0.08776184738115919,-0.2431409272452387,-0.15120679514527727,-2.6908462829980775,-0.6255020176334208,-1.0502224856336393,0.975744169703829,CustomerId_1032
-0.06286028865208804,-0.09089287294194497,-0.2431409272452387,-0.1435335212213339,-0.8398151159446641,-0.8854996349601923,1.1071414206270584,-1.0370643655951903,CustomerId_1033
-0.04830053577355403,-0.07862670756642846,-0.09868690360528809,-0.069596062931957,-0.49274677212214907,-0.8854996349601923,0.9110174291488132,-1.0370643655951903,CustomerId_1034
-0.0632283495469395,-0.09382510322903007,-0.23282278269952794,-0.14086758692672988,-0.8398151159446641,-0.10550678297987784,0.9110174291488132,-1.0370643655951903,CustomerId_1036
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.08210964073359096,0.08570046758204261,-1.9254901042672783,-0.854098494155394,0.975744169703829,CustomerId_1038
0.028398569921856895,-0.04424655594444775,0.04576712003466251,-0.04376576169208706,-0.6084362200629874,-1.2754960609503496,1.1071414206270584,-1.0370643655951903,CustomerId_1039
-0.044806901759623985,0.2044672049588477,-0.25345907179094945,-0.09550395236225057,-1.533951803589694,-1.145497252286964,-1.0502224856336393,0.975744169703829,CustomerId_1040
-0.058057093974276504,-0.07981003643313178,-0.20186834906239567,-0.07910896383617536,1.4739738428721025,1.584477729644137,1.1071414206270584,-1.0370643655951903,CustomerId_1043
-0.05516836804103483,-0.08558187083446207,-0.09868690360528809,-0.12987361872030181,0.08570046758204261,0.9344836863272082,0.9110174291488132,-1.0370643655951903,CustomerId_1044
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057,-1.3025729077080173,-1.7954912956038926,-1.0502224856336393,0.975744169703829,CustomerId_1048
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,1.2425949469904258,0.6744860690004367,1.1071414206270584,-1.0370643655951903,CustomerId_1050
-0.042267281585148926,-0.045248058134026985,-0.19155020451668492,0.0400351906055975,0.7798371552270726,1.8444753469709085,1.1071414206270584,-1.0370643655951903,CustomerId_1052
-0.058135122883985015,-0.0819786088759581,-0.19155020451668492,-0.13145220049024808,-1.9967095953530474,-0.10550678297987784,0.9110174291488132,-1.0370643655951903,CustomerId_1053
-0.004688264220814987,-0.07549006221617459,0.27276630004029917,-0.0880298982644331,1.3582843949312642,-0.8854996349601923,1.1071414206270584,-1.0370643655951903,CustomerId_1054
-0.06105679026731589,-0.0867479914852857,-0.21218649360810643,-0.13737191492230524,-0.8398151159446641,0.15449083434689367,0.9110174291488132,-1.0370643655951903,CustomerId_1055
-0.0611856115805139,-0.08552540055202648,-0.22250463815381719,-0.13974871678488954,-0.49274677212214907,0.21949023867858655,1.1071414206270584,-1.0370643655951903,CustomerId_1056
-0.06155220023178595,-0.08029509690096145,-0.2431409272452387,-0.1110426870633793,-1.533951803589694,-0.10550678297987784,0.9110174291488132,-1.0370643655951903,CustomerId_1057
-0.058125185239824025,-0.09088464693061943,0.035448975488951755,-0.14503404786604768,0.08570046758204261,0.2844896430102794,0.9110174291488132,-1.0370643655951903,CustomerId_1058
-0.04848751070813857,-0.06721966909875507,-0.1709139154252634,-0.08440639428582344,-0.14567842829963404,1.1944813036539796,-1.0502224856336393,0.975744169703829,CustomerId_1059
-0.05830553507830124,-0.08710333803702566,-0.1399594817881311,-0.13458146017594388,0.08570046758204261,-0.6255020176334208,-0.854098494155394,0.975744169703829,CustomerId_1063
0.00732892399608514,-0.06651205258879668,0.1695848545831916,-0.08480797624935796,0.6641477072862343,-0.04050737864818497,-1.0502224856336393,0.975744169703829,CustomerId_1064
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,0.3170793634637193,0.8044848776638225,1.1071414206270584,-1.0370643655951903,CustomerId_1068
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,0.5484582593453959,0.2844896430102794,-1.0502224856336393,0.975744169703829,CustomerId_1070
0.023759162342254257,0.10758858821954104,-0.19155020451668492,0.4403925184245361,0.3170793634637193,-1.665492486940507,-0.854098494155394,0.975744169703829,CustomerId_1071
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057,1.0112160511087493,-1.665492486940507,1.1071414206270584,-1.0370643655951903,CustomerId_1073
-0.0015597466145775883,-0.07200948275857229,0.21085743276603464,-0.09274839394123494,0.08570046758204261,0.2844896430102794,-0.854098494155394,0.975744169703829,CustomerId_1074
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.07238551406488507,1.936731634635456,1.584477729644137,1.1071414206270584,-1.0370643655951903,CustomerId_1078
-0.05584872860516775,0.025551458628231244,-0.25345907179094945,-0.09550395236225057,1.2425949469904258,1.8444753469709085,1.1071414206270584,-1.0370643655951903,CustomerId_1079
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,-1.533951803589694,-0.2355055916432636,-1.0502224856336393,0.975744169703829,CustomerId_1080
-0.06265785515991974,-0.08925281193391432,-0.2431409272452387,-0.14755285518149472,1.4739738428721025,0.6094866646687438,-1.0502224856336393,0.975744169703829,CustomerId_1081
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.08210964073359096,0.08570046758204261,1.584477729644137,1.1071414206270584,-1.0370643655951903,CustomerId_1082
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,1.0112160511087493,-0.4955032089700351,-1.0502224856336393,0.975744169703829,CustomerId_1083
